"IDكودالصيانة","رقم الشاسية","تاريخ الصيانة","عداد اسود","عداد الوان","بيان الاصلاح","المهندس","قطع الغيار المطوبة","Field1"
"420","G074P300502 ش","9/4/2022 12:00:00 AM","476774","138046","صيانة دورية","شعبان","",""
"422","J8353902350","9/4/2022 12:00:00 AM","457301","","الالة تحتاج ماتور حبر","شعبان","",""
"427","V7720830016","9/4/2022 12:00:00 AM","350189","315227","صيانة دورية + تعبئة حبر","رحيم","",""
"432","V4498702503","9/5/2022 12:00:00 AM","145530",""," تم تغير روال سخان علوي + والالة تحتاج سخان كامل","مجدى","مطلوب سخان",""
"433","V1503800749","9/5/2022 12:00:00 AM","139463","151732","تم وضع كرونا جانبية + 2زجاجة حبر","مجدى","",""
"436","J8353902350","9/6/2022 12:00:00 AM","457491","","تم تغير تنك ديفلبر","يوسف","",""
"437","V4498500106","9/5/2022 12:00:00 AM","80825","","تم وضع 250 جرام ديفلبر+ صيانة الوحدة","يوسف","الحساب 400 جنية",""
"439","W524J800157","9/4/2022 12:00:00 AM","411464",""," عداد تسليم الالة","مجدى","باقي حساب الالة 4000 جنية مقسمة علي 8 شهور",""
"441","","9/5/2022 12:00:00 AM","849802","","تم تغير باب الجنب اخر","رضا","",""
"442","","9/6/2022 12:00:00 AM","256608","100357","تم وضع حبر ازرق والالة بها مشكلة في الصورة","رضا","حساب الحبر400 جنية",""
"443","","9/6/2022 12:00:00 AM","675425","","تم تسليم 4 اكياس حبر","شعبان","",""
"444","","9/5/2022 12:00:00 AM","166033","545390","تم حل مشكلة الكود400","شعبان","",""
"445","","9/5/2022 12:00:00 AM","417472","304990","وجود كسر في مجموعة الدوبلكس","شعبان","",""
"446","","9/5/2022 12:00:00 AM","150080","185231","لا يوجد اعطال + بعد الاختبار","شعبان","",""
"447","LEL4701286","9/7/2022 12:00:00 AM","708434","","تم ملو حبر اسود انتجلر الماني","رضا","تم تحصيل 200 جنية قسط صيانة وباقى تحصيل 500 جنية ثمن الحبر",""
"448","K8266510466","9/6/2022 12:00:00 AM","229663","","الالة تحتاج شفرة + زجاجة حبر","شعبان","",""
"450","L7016460782","9/6/2022 12:00:00 AM","67791","","محتاج زجاجة حبر + صيانة دورية","شعبان","",""
"451","V2409487026","9/6/2022 12:00:00 AM","221831","112061","تم مسح المرايات + وجود كسرمراية الفيدر والمسطرة + وجود عطل في مفتاح البور","شعبان","",""
"452","W524J400418","9/6/2022 12:00:00 AM","611377","","تم عمل صيانة للسخان","شعبان","",""
"453","S7314700150","9/6/2022 12:00:00 AM","147547","21051","تم عمل صيانة للحصيرة+اليونت+مجموعة السحب","شعبان","",""
"454","m6494600408 ش","9/6/2022 12:00:00 AM","711396","","صيانة للاسكنر + الدرج","شعبان","",""
"455","E174J401059","9/6/2022 12:00:00 AM","289728","128938","صيانة دورية + محتاج حبر اسود","مجدى","",""
"456","M6484400216","9/7/2022 12:00:00 AM","270145","","صيانة دورية","مجدى","",""
"458","V4498702503","9/7/2022 12:00:00 AM","145530","","تم تغير السخان بالكامل","مجدى","",""
"464","K8563700734","9/6/2022 12:00:00 AM","267169","","محتاج حبر + صيانة دورية","شعبان","",""
"465","S7333800048","9/6/2022 12:00:00 AM","256608","100357","تم وضع حبر ازرق والالة تحتاج صيانة","رضا","",""
"467","E244CA30154","9/6/2022 12:00:00 AM","117364","229271","الالة تحتاج روال شحن احمر + درام وشفرة","طارق","",""
"470","S7234200574 ش","9/6/2022 12:00:00 AM","193252","59918","الالة تحتاج حبر 3 اللوان + احتمال يحتاج يونت اسود بسبب التعويض","مجدى","",""
"471","S7214200506","9/6/2022 12:00:00 AM","421828","90187","صيانة دورية","مجدى","",""
"474","V1494500080 ش","9/6/2022 12:00:00 AM","249334","133890","تم تحصيل قسط العقد 500 جنية + صيانة دورية","مجدى","",""
"476","S7224600404","9/6/2022 12:00:00 AM","149675","25434","صيانة دورية","مجدى","",""
"477","V9314702744","9/6/2022 12:00:00 AM","241511","143113","صيانة دورية","مجدى","",""
"478","N492X10852","9/6/2022 12:00:00 AM","147948","","الالة تحتاج روال شحن + سخان كامل","مجدى","",""
"481","W524J800157","9/5/2022 12:00:00 AM","411505","","صيانة للسخان + صيانة لليونت","شعبان","",""
"482","M6583801637","9/5/2022 12:00:00 AM","491660","","صيانة دورية","شعبان","",""
"483","N4B3405785","9/5/2022 12:00:00 AM","849802","","صيانة دورية + تم تغير باب الجنب","رضا","",""
"484","S7333800048","9/7/2022 12:00:00 AM","256639","100365","تم تغير الحبر الازرق +صيانة الوحدات الازرق والاحمر","طارق","",""
"485","m6494600408 ش","9/7/2022 12:00:00 AM","711801","","صيانة دورية","شعبان","",""
"487","V1404604979","9/7/2022 12:00:00 AM","102188","17412","تم عمل صيانة الي جميع الوحدات","شعبان","",""
"488","E234C430210","9/8/2022 12:00:00 AM","1465845","139859","تم تركيب شمعة للون الاصفر + صيانة الالة","رحيم","حساب الشمعة 1000 جنية +250 جنية صيانة",""
"489","E245CA30071","9/8/2022 12:00:00 AM","1437714","1046493","صيانة دورية","رحيم","",""
"490","m6584101500","9/8/2022 12:00:00 AM","363868","","تم استبدال يونت درام + تركيب ثرمثتور + صيانة للوحدة","يوسف","الحساب 1850 جنية بالزيارة",""
"491","S9258900494","9/3/2022 12:00:00 AM","200683","","تسليم الالة","ايمن","",""
"492","V7902900227","9/10/2022 12:00:00 AM","125204","","صيانة دورية","شعبان","ا / كامل (01272111555)",""
"493","W492kA01765","9/10/2022 12:00:00 AM","275374","211561","صيانة دورية","شعبان","",""
"494","K8563901702 ش","9/10/2022 12:00:00 AM","294508","","صيانة دورية","شعبان","",""
"499","W3068700700","9/8/2022 12:00:00 AM","243236","","صيانة دورية","مجدى","",""
"500","S7324300056","9/8/2022 12:00:00 AM","210874","138560","صيانة دورية","مجدى","",""
"502","W913P705901","9/8/2022 12:00:00 AM","91407","","الالة تحتاج حامل حبر","مجدى","",""
"503","E754K650223","9/10/2022 12:00:00 AM","545647","","تم ملو حبر اسود","مجدى","",""
"504","S7313900355","9/10/2022 12:00:00 AM","80355","28839","الالة تحتاج جميع الاحبار","مجدى","",""
"506","W502K700261","9/10/2022 12:00:00 AM","426974","264809","الالة تحتاج يونت درام اسود","مجدى","",""
"507","S7214501786","9/10/2022 12:00:00 AM","118302","96781","تم ملو حبر","مجدى","",""
"508","W673K700078","9/10/2022 12:00:00 AM","695715","","صيانة دورية","مجدى","",""
"512","W795PB00144","9/10/2022 12:00:00 AM","79619","","تم عمل صيانة للالة + عقد صيانة بمدة 18 شهر الى الالة SPC242","طارق","عقد الصيانة 1000 جنية",""
"514","V9314100287","9/10/2022 12:00:00 AM","214056","124339","عداد تسليم الالة + تم ملو حبر جميع الالوان","شعبان","الالة تحتاج تعريف",""
"517","J8353902350","9/11/2022 12:00:00 AM","457666","","تم استبدال روال قلاب حبر تنك الديفلبر","شعبان","مع رحيم",""
"518","V2409487026","9/11/2022 12:00:00 AM","222644","112061","تم تركيب مراية الفيدر والمسطرة","شعبان","مع رحيم",""
"519","W524J400418","9/11/2022 12:00:00 AM","611479","","تم عمل صيانة لليونت + واضافة 300 جرام ديفلبر","شعبان","مع رحيم",""
"522","M6404500326","9/11/2022 12:00:00 AM","140831","","تم تغير درام + طقم تروس","شعبان","الحساب جنية 475",""
"523","V9714502840","9/8/2022 12:00:00 AM","415259","56258","تم عمل صيانة للالة","طارق","",""
"524","W532J719184","8/31/2022 12:00:00 AM","222040","","تسليم الالة","طارق","",""
"527","W542J700538","9/10/2022 12:00:00 AM","630014","388465","الالة تحتاج شيت فلم للسخان","طارق","",""
"528","V1484801102","9/8/2022 12:00:00 AM","181503","105836","تم تغير مجموعة سحب","طارق","",""
"529","V1484801102","9/10/2022 12:00:00 AM","181580","105836","الالة لا يوجد بها مشكلة","طارق","",""
"530","W908P200175 ش","9/11/2022 12:00:00 AM","68883","","صيانة دورية","طارق","",""
"536","E244CA30154","9/11/2022 12:00:00 AM","117372","249863","تم ضبط الالة","رحيم","محتاج طقم احبار + 2 درام للاصفر والاحمر",""
"539","V9714601640","9/11/2022 12:00:00 AM","119744","75813","تم عمل صيانة للالة والدرام الازرق بة نقطة","رحيم","",""
"540","V79133011","9/11/2022 12:00:00 AM","461124","","وجود مشكلة بسبب نوع الحبر","رحيم","",""
"542","M6294900405","9/12/2022 12:00:00 AM","462603","","تم عمل صيانة لليونت + مسح المرايات","شعبان","",""
"544","S9258900485","9/12/2022 12:00:00 AM","128814","","صيانة دورية + صيانة اليونت","شعبان","",""
"545","J8344601667","9/12/2022 12:00:00 AM","365752","","تم الغاء كود 541","شعبان","",""
"546","J8353902350","9/12/2022 12:00:00 AM","457767","","صيانة للوحدة +ملو حبر + تركيب كامة","يوسف","",""
"553","W3019208130","9/13/2022 12:00:00 AM","128104","","صيانة دورية","شعبان","",""
"554","m6494600408 ش","9/13/2022 12:00:00 AM","714870","","صيانة للمرايات","شعبان","",""
"557","L7086660183","9/13/2022 12:00:00 AM","151859","","عداد تسليم الالة","طارق","الحد الادنى للايجار 500 جنية",""
"558","V4498500106","9/13/2022 12:00:00 AM","81274","","تم تركيب ريشة وش وظهر ومازال العطل مستمر","يوسف","",""
"559","J8353902350","9/14/2022 12:00:00 AM","457899","","لا يوجد اعطال","شعبان","",""
"560","V1494200985 ش","9/14/2022 12:00:00 AM","535038","6584","مسح مرايات","شعبان","",""
"562","E244CA30154","9/13/2022 12:00:00 AM","117372","265023","تم ضبط الالة","رحيم","محتاج طقم احبار + 2 درام للاصفر والاحمر",""
"563","V4498500106","9/14/2022 12:00:00 AM","81486","","تم عمل صيانة لليونت + تركيب ريشة وش وظهر+ عمل تعديل لحامل الحبر","يوسف","الحساب 350 جنية",""
"564","S3726720040 ش","9/13/2022 12:00:00 AM","686601","","تم تركيب شفرة درام + ملو حبر","شعبان","",""
"565","M6294900405","9/14/2022 12:00:00 AM","462618","","تم تزويد 200 جرام ديفلبر","شعبان","",""
"566","G074P300502 ش","9/14/2022 12:00:00 AM","478511","138059","صيانة دورية","شعبان","",""
"567","S7214000955 ش","9/14/2022 12:00:00 AM","340368","46343","صيانة دورية","شعبان","",""
"569","W663K400148 ش","9/15/2022 12:00:00 AM","254957","","عداد تسليم الالة","شعبان","استلم الالة من المعرض",""
"572","W914P204603","9/13/2022 12:00:00 AM","110142","","صيانة للالة + تم تغير يونت درام","مجدى","",""
"574","S7314400099","9/14/2022 12:00:00 AM","207395","20505","صيانة دورية","مجدى","",""
"575","W523J600793","9/14/2022 12:00:00 AM","404214","","تم تغير الفيدر","طارق","",""
"580","R666Q73009","9/12/2022 12:00:00 AM","31212","","تعريف الالة","طارق","",""
"581","T1128865562","9/15/2022 12:00:00 AM","48798","","عداد تسليم الالة + تعريف الالة","مجدى","تم تسليم الالة ( اسماعيل + كريم )",""
"582","E244CA30154","9/14/2022 12:00:00 AM","117372","266895","تم تغير 2 روال شحن اسود + اصفر + تغير 2 درام","مجدى","",""
"586","M6403900325","9/17/2022 12:00:00 AM","401753","","عداد تسليم","","",""
"588","W512JB00220","9/17/2022 12:00:00 AM","299181","790909","تم تغير يونت اسود استيراد","مجدى","",""
"589","S7224300522","9/17/2022 12:00:00 AM","91079","103424","تم تغير هارد ديسك + بطارية","مجدى","تم تغيررقم الشاسية للالة",""
"590","W502K700261","9/17/2022 12:00:00 AM","427017","264847","تم تغير يونت درام اسود","مجدى","",""
"591","W512J701951","9/15/2022 12:00:00 AM","483665","177409","تم استبدال السخان","شعبان","مع مجدى",""
"592","T1129360195","8/21/2022 12:00:00 AM","92414","","صيانة دورية","ايمن","",""
"593","V8204500793","8/2/2022 12:00:00 AM","646390","","صيانة دورية","ايمن","",""
"594","E174M831512","8/27/2022 12:00:00 AM","550714","300083","تم نقل الدرام الاصفر مكان الاسود + كودSC672 / SC819","ايمن","",""
"595","V8204500793","8/21/2022 12:00:00 AM","646469","","صيانة دورية","ايمن","",""
"596","S7214600372","8/21/2022 12:00:00 AM","257960","9292","صيانة دورية","ايمن","",""
"597","E163M830149","8/23/2022 12:00:00 AM","486353","97113","صيانة دورية","ايمن","",""
"598","M5084204482","8/28/2022 12:00:00 AM","149566","90663","حشر في الدرج الثاني والثالث من الريجستريشن","ايمن","",""
"599","E174M831512","8/29/2022 12:00:00 AM","550930","300086","صيانة دورية","ايمن","",""
"601","S9044300110","8/29/2022 12:00:00 AM","91992","","يوجد عيب في الشباية","ايمن","",""
"602","V8204100745 ش","8/29/2022 12:00:00 AM","403964","","صيانة دورية","ايمن","",""
"604","W513J201257","8/30/2022 12:00:00 AM","343002","265381","صيانة دورية","ايمن","",""
"605","M5402800100","8/30/2022 12:00:00 AM","421167","","صيانة دورية","ايمن","اجمالي الحساب 2265 جنية /خالص ايمن",""
"607","E174M831512","8/30/2022 12:00:00 AM","551221","300089","صيانة دورية","ايمن","",""
"608","S9258900494","9/4/2022 12:00:00 AM","200700","","صيانة دورية","ايمن","",""
"610","W524JA00173","9/4/2022 12:00:00 AM","372421","","صيانة دورية","ايمن","",""
"611","EX9308568","9/4/2022 12:00:00 AM","2044219","","صيانة دورية","ايمن","",""
"613","3667850729","9/4/2022 12:00:00 AM","345121","","صيانة دورية","ايمن","",""
"615","W523J100167","8/28/2022 12:00:00 AM","874241","","حشر في الدرج الاول","ايمن","",""
"616","M558300008","9/4/2022 12:00:00 AM","823929","","صيانة دورية","ايمن","",""
"617","M5084204482","9/10/2022 12:00:00 AM","149651","90678","تكسير في الدرج الثانى","ايمن","",""
"618","M6593900415","9/10/2022 12:00:00 AM","214321","","مسح في الصورة","ايمن","",""
"619","4l12520047","9/10/2022 12:00:00 AM","337102","","بوابة الدرج الثانى + صوت عالي","ايمن","",""
"620","M6584601020","9/10/2022 12:00:00 AM","206378","","صيانة دورية","ايمن","",""
"621","H6717101229","9/10/2022 12:00:00 AM","194954","","صيانة دورية","ايمن","",""
